config_tag,classifier,fold_id,repeat,fold,outer_seed,best_ell,best_k,best_gamma,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc
N3G3,SVM,r3f1,2,0,2,1.0,,0.001584893192461114,10.0,0.7083333333333334,25,12,13,96,48,48,10,10,2,3,0.8,0.8012820512820513,0.7692307692307693,0.8333333333333334,0.8333333333333334,0.7692307692307693,0.8,0.826923076923077,0.6025641025641025
N3G3,SVM,r3f2,2,1,2,1.0,,0.025118864315095794,100.0,0.7401960784313726,24,12,12,97,48,49,12,8,4,0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.8819444444444445,0.7071067811865476
N3G3,SVM,r3f3,2,2,2,0.1,,0.1,100.0,0.7640931372549019,24,12,12,97,48,49,8,9,3,4,0.7083333333333334,0.7083333333333333,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.8194444444444444,0.4181210050035454
N3G3,SVM,r3f4,2,3,2,1.0,,0.00630957344480193,100.0,0.7634803921568628,24,12,12,97,48,49,7,8,4,5,0.625,0.625,0.5833333333333334,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.6944444444444445,0.2508726030021272
N3G3,SVM,r3f5,2,4,2,0.31622776601683794,,0.1,100.0,0.7438725490196078,24,12,12,97,48,49,10,7,5,2,0.7083333333333334,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.7152777777777778,0.43033148291193524
N3G3,SVM,r4f1,3,0,3,0.1,,0.1,100.0,0.8020833333333334,25,12,13,96,48,48,11,8,4,2,0.76,0.7564102564102564,0.8461538461538461,0.6666666666666666,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.7948717948717949,0.5229763603684907
N3G3,SVM,r4f2,3,1,3,0.31622776601683794,,0.00630957344480193,100.0,0.7506127450980392,24,12,12,97,48,49,9,3,9,3,0.5,0.5,0.75,0.25,0.5,0.75,0.6,0.7291666666666666,0.0
N3G3,SVM,r4f3,3,2,3,0.31622776601683794,,0.025118864315095794,100.0,0.7322303921568628,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.8958333333333335,0.6761234037828132
N3G3,SVM,r4f4,3,3,3,1.0,,0.025118864315095794,100.0,0.7432598039215685,24,12,12,97,48,49,8,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7847222222222222,0.3333333333333333
N3G3,SVM,r4f5,3,4,3,0.31622776601683794,,0.025118864315095794,100.0,0.7120098039215685,24,12,12,97,48,49,8,9,3,4,0.7083333333333334,0.7083333333333333,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.7847222222222223,0.4181210050035454
N3G3,SVM,r5f1,4,0,4,1.0,,0.00630957344480193,10.0,0.6458333333333334,25,12,13,96,48,48,10,10,2,3,0.8,0.8012820512820513,0.7692307692307693,0.8333333333333334,0.8333333333333334,0.7692307692307693,0.8,0.8846153846153847,0.6025641025641025
N3G3,SVM,r5f2,4,1,4,0.03162277660168379,,0.1,10.0,0.6691176470588235,24,12,12,97,48,49,10,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8819444444444444,0.6666666666666666
N3G3,SVM,r5f3,4,2,4,0.31622776601683794,,0.1,100.0,0.5955882352941176,24,12,12,97,48,49,9,12,0,3,0.875,0.875,0.75,1.0,1.0,0.75,0.8571428571428571,0.9513888888888888,0.7745966692414834
N3G3,SVM,r5f4,4,3,4,0.31622776601683794,,0.025118864315095794,100.0,0.8449754901960785,24,12,12,97,48,49,7,6,6,5,0.5416666666666666,0.5416666666666667,0.5833333333333334,0.5,0.5384615384615384,0.5833333333333334,0.56,0.576388888888889,0.08362420100070908
N3G3,SVM,r5f5,4,4,4,0.31622776601683794,,0.1,10.0,0.7616421568627452,24,12,12,97,48,49,11,5,7,1,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.4166666666666667,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.6597222222222222,0.3849001794597505
