config_tag,classifier,fold_id,repeat,fold,outer_seed,best_ell,best_k,best_gamma,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc
N3G3,SVM,r1f1,0,0,0,1.0,,0.025118864315095794,100.0,0.78125,25,12,13,96,48,48,9,10,2,4,0.76,0.7628205128205128,0.6923076923076923,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.75,0.7884615384615385,0.5290432684448219
N3G3,SVM,r1f2,0,1,0,1.0,,0.00630957344480193,100.0,0.7738970588235294,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.75,0.5853694070049635
N3G3,SVM,r1f3,0,2,0,0.03162277660168379,,0.1,100.0,0.7218137254901961,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.8611111111111112,0.6761234037828132
N3G3,SVM,r1f4,0,3,0,0.1,,0.1,10.0,0.7530637254901961,24,12,12,97,48,49,11,4,8,1,0.625,0.625,0.9166666666666666,0.3333333333333333,0.5789473684210527,0.9166666666666666,0.7096774193548387,0.7083333333333334,0.30779350562554625
N3G3,SVM,r1f5,0,4,0,0.31622776601683794,,0.1,10.0,0.7009803921568628,24,12,12,97,48,49,10,7,5,2,0.7083333333333334,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.8194444444444445,0.43033148291193524
N3G3,SVM,r2f1,1,0,1,0.1,,0.1,10.0,0.75,25,12,13,96,48,48,12,6,6,1,0.72,0.7115384615384616,0.9230769230769231,0.5,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.7435897435897436,0.4707565417620042
N3G3,SVM,r2f2,1,1,1,0.31622776601683794,,0.00630957344480193,100.0,0.7843137254901961,24,12,12,97,48,49,7,10,2,5,0.7083333333333334,0.7083333333333334,0.5833333333333334,0.8333333333333334,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.8055555555555556,0.43033148291193524
N3G3,SVM,r2f3,1,2,1,0.1,,0.1,100.0,0.7426470588235294,24,12,12,97,48,49,11,9,3,1,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.75,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875,0.6761234037828132
N3G3,SVM,r2f4,1,3,1,0.01,,0.1,100.0,0.7028186274509803,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.798611111111111,0.50709255283711
N3G3,SVM,r2f5,1,4,1,0.1,,0.1,10.0,0.6783088235294118,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.8680555555555556,0.5853694070049635
