config_tag,classifier,permutation_index,balanced_accuracy
N5G5,SVM,0,0.5351282051282051
N5G5,SVM,1,0.5024358974358974
N5G5,SVM,2,0.48820512820512824
N5G5,SVM,3,0.42653846153846153
N5G5,SVM,4,0.5048717948717949
N5G5,SVM,5,0.48756410256410254
N5G5,SVM,6,0.49423076923076925
N5G5,SVM,7,0.5619230769230769
N5G5,SVM,8,0.3916666666666667
N5G5,SVM,9,0.483974358974359
N5G5,SVM,10,0.5167948717948717
N5G5,SVM,11,0.4910256410256411
N5G5,SVM,12,0.4778205128205129
N5G5,SVM,13,0.4888461538461539
N5G5,SVM,14,0.4576923076923077
N5G5,SVM,15,0.5516666666666667
N5G5,SVM,16,0.5717948717948718
N5G5,SVM,17,0.5046153846153847
N5G5,SVM,18,0.5037179487179487
N5G5,SVM,19,0.5123076923076924
N5G5,SVM,20,0.588076923076923
N5G5,SVM,21,0.5207692307692308
N5G5,SVM,22,0.4064102564102564
N5G5,SVM,23,0.5993589743589743
N5G5,SVM,24,0.6015384615384616
N5G5,SVM,25,0.5221794871794873
N5G5,SVM,26,0.5561538461538461
N5G5,SVM,27,0.5132051282051282
N5G5,SVM,28,0.46807692307692306
N5G5,SVM,29,0.4835897435897436
N5G5,SVM,30,0.47384615384615386
N5G5,SVM,31,0.4938461538461539
N5G5,SVM,32,0.5019230769230769
N5G5,SVM,33,0.412051282051282
N5G5,SVM,34,0.5244871794871795
N5G5,SVM,35,0.5138461538461538
N5G5,SVM,36,0.5224358974358975
N5G5,SVM,37,0.5248717948717949
N5G5,SVM,38,0.4621794871794872
N5G5,SVM,39,0.5675641025641025
N5G5,SVM,40,0.5416666666666666
N5G5,SVM,41,0.460897435897436
N5G5,SVM,42,0.5053846153846154
N5G5,SVM,43,0.5735897435897436
N5G5,SVM,44,0.48384615384615387
N5G5,SVM,45,0.470897435897436
N5G5,SVM,46,0.5401282051282051
N5G5,SVM,47,0.5608974358974359
N5G5,SVM,48,0.4744871794871795
N5G5,SVM,49,0.4941025641025641
N5G5,SVM,50,0.5384615384615385
N5G5,SVM,51,0.5383333333333333
N5G5,SVM,52,0.4917948717948718
N5G5,SVM,53,0.48307692307692307
N5G5,SVM,54,0.6082051282051281
N5G5,SVM,55,0.5488461538461538
N5G5,SVM,56,0.4896153846153846
N5G5,SVM,57,0.4792307692307692
N5G5,SVM,58,0.5553846153846155
N5G5,SVM,59,0.5171794871794871
N5G5,SVM,60,0.5785897435897435
N5G5,SVM,61,0.5128205128205129
N5G5,SVM,62,0.47615384615384615
N5G5,SVM,63,0.47358974358974365
N5G5,SVM,64,0.5914102564102565
N5G5,SVM,65,0.4398717948717949
N5G5,SVM,66,0.49333333333333335
N5G5,SVM,67,0.5728205128205128
N5G5,SVM,68,0.4855128205128205
N5G5,SVM,69,0.5153846153846154
N5G5,SVM,70,0.5574358974358975
N5G5,SVM,71,0.42192307692307696
N5G5,SVM,72,0.455897435897436
N5G5,SVM,73,0.47089743589743593
N5G5,SVM,74,0.5219230769230769
N5G5,SVM,75,0.4715384615384615
N5G5,SVM,76,0.5332051282051282
N5G5,SVM,77,0.48679487179487174
N5G5,SVM,78,0.5142307692307692
N5G5,SVM,79,0.5638461538461539
N5G5,SVM,80,0.5767948717948719
N5G5,SVM,81,0.4967948717948718
N5G5,SVM,82,0.5405128205128205
N5G5,SVM,83,0.5647435897435897
N5G5,SVM,84,0.48589743589743584
N5G5,SVM,85,0.42743589743589744
N5G5,SVM,86,0.5015384615384615
N5G5,SVM,87,0.5169230769230769
N5G5,SVM,88,0.49653846153846154
N5G5,SVM,89,0.433974358974359
N5G5,SVM,90,0.4584615384615385
N5G5,SVM,91,0.4579487179487179
N5G5,SVM,92,0.4375641025641026
N5G5,SVM,93,0.407948717948718
N5G5,SVM,94,0.48833333333333334
N5G5,SVM,95,0.47884615384615387
N5G5,SVM,96,0.5937179487179488
N5G5,SVM,97,0.5555128205128205
N5G5,SVM,98,0.5755128205128206
N5G5,SVM,99,0.4796153846153846
N5G5,SVM,100,0.4711538461538462
N5G5,SVM,101,0.5242307692307693
N5G5,SVM,102,0.5529487179487179
N5G5,SVM,103,0.5061538461538462
N5G5,SVM,104,0.6207692307692309
N5G5,SVM,105,0.528846153846154
N5G5,SVM,106,0.5225641025641026
N5G5,SVM,107,0.4802564102564102
N5G5,SVM,108,0.5226923076923077
N5G5,SVM,109,0.4660256410256411
N5G5,SVM,110,0.45871794871794874
N5G5,SVM,111,0.44705128205128203
N5G5,SVM,112,0.5284615384615384
N5G5,SVM,113,0.5278205128205129
N5G5,SVM,114,0.5437179487179488
N5G5,SVM,115,0.46782051282051285
N5G5,SVM,116,0.5374358974358975
N5G5,SVM,117,0.5133333333333333
N5G5,SVM,118,0.45602564102564097
N5G5,SVM,119,0.5176923076923077
N5G5,SVM,120,0.5071794871794871
N5G5,SVM,121,0.5266666666666666
N5G5,SVM,122,0.532948717948718
N5G5,SVM,123,0.5373076923076924
N5G5,SVM,124,0.5325641025641026
N5G5,SVM,125,0.4861538461538462
N5G5,SVM,126,0.4782051282051282
N5G5,SVM,127,0.5737179487179488
N5G5,SVM,128,0.460897435897436
N5G5,SVM,129,0.4392307692307692
N5G5,SVM,130,0.6278205128205129
N5G5,SVM,131,0.4498717948717949
N5G5,SVM,132,0.4743589743589744
N5G5,SVM,133,0.507051282051282
N5G5,SVM,134,0.46474358974358987
N5G5,SVM,135,0.5355128205128205
N5G5,SVM,136,0.46935897435897433
N5G5,SVM,137,0.5624358974358974
N5G5,SVM,138,0.43833333333333335
N5G5,SVM,139,0.5006410256410256
N5G5,SVM,140,0.5111538461538461
N5G5,SVM,141,0.5024358974358974
N5G5,SVM,142,0.5562820512820512
N5G5,SVM,143,0.48166666666666663
N5G5,SVM,144,0.5842307692307692
N5G5,SVM,145,0.4920512820512821
N5G5,SVM,146,0.5235897435897435
N5G5,SVM,147,0.49666666666666665
N5G5,SVM,148,0.6052564102564103
N5G5,SVM,149,0.46269230769230774
N5G5,SVM,150,0.4823076923076923
N5G5,SVM,151,0.4283333333333333
N5G5,SVM,152,0.43820512820512825
N5G5,SVM,153,0.4969230769230769
N5G5,SVM,154,0.6175641025641025
N5G5,SVM,155,0.5035897435897436
N5G5,SVM,156,0.48397435897435903
N5G5,SVM,157,0.35705128205128195
N5G5,SVM,158,0.4808974358974359
N5G5,SVM,159,0.5347435897435898
N5G5,SVM,160,0.5247435897435898
N5G5,SVM,161,0.5488461538461539
N5G5,SVM,162,0.5625641025641026
N5G5,SVM,163,0.43500000000000005
N5G5,SVM,164,0.4942307692307692
N5G5,SVM,165,0.4520512820512821
N5G5,SVM,166,0.5458974358974359
N5G5,SVM,167,0.4693589743589744
N5G5,SVM,168,0.47282051282051285
N5G5,SVM,169,0.4564102564102564
N5G5,SVM,170,0.4341025641025641
N5G5,SVM,171,0.4896153846153846
N5G5,SVM,172,0.4408974358974359
N5G5,SVM,173,0.5234615384615384
N5G5,SVM,174,0.46602564102564104
N5G5,SVM,175,0.5471794871794872
N5G5,SVM,176,0.5516666666666666
N5G5,SVM,177,0.5393589743589744
N5G5,SVM,178,0.4326923076923077
N5G5,SVM,179,0.5352564102564102
N5G5,SVM,180,0.5334615384615384
N5G5,SVM,181,0.47589743589743594
N5G5,SVM,182,0.5026923076923078
N5G5,SVM,183,0.49487179487179483
N5G5,SVM,184,0.5169230769230769
N5G5,SVM,185,0.5275641025641026
N5G5,SVM,186,0.47
N5G5,SVM,187,0.5312820512820512
N5G5,SVM,188,0.5194871794871795
N5G5,SVM,189,0.5255128205128206
N5G5,SVM,190,0.5165384615384615
N5G5,SVM,191,0.5121794871794871
N5G5,SVM,192,0.4608974358974358
N5G5,SVM,193,0.5353846153846153
N5G5,SVM,194,0.42346153846153856
N5G5,SVM,195,0.49217948717948723
N5G5,SVM,196,0.46679487179487184
N5G5,SVM,197,0.4862820512820513
N5G5,SVM,198,0.45500000000000007
N5G5,SVM,199,0.498974358974359
N5G5,SVM,200,0.4375641025641026
N5G5,SVM,201,0.593076923076923
N5G5,SVM,202,0.5023076923076923
N5G5,SVM,203,0.5046153846153847
N5G5,SVM,204,0.46897435897435896
N5G5,SVM,205,0.5884615384615386
N5G5,SVM,206,0.36192307692307685
N5G5,SVM,207,0.5737179487179487
N5G5,SVM,208,0.5291025641025641
N5G5,SVM,209,0.5221794871794871
N5G5,SVM,210,0.5133333333333333
N5G5,SVM,211,0.5742307692307693
N5G5,SVM,212,0.5019230769230769
N5G5,SVM,213,0.505897435897436
N5G5,SVM,214,0.5065384615384615
N5G5,SVM,215,0.4851282051282052
N5G5,SVM,216,0.5237179487179486
N5G5,SVM,217,0.546025641025641
N5G5,SVM,218,0.4757692307692308
N5G5,SVM,219,0.4520512820512821
N5G5,SVM,220,0.5391025641025642
N5G5,SVM,221,0.4507692307692308
N5G5,SVM,222,0.5321794871794872
N5G5,SVM,223,0.5038461538461539
N5G5,SVM,224,0.4135897435897436
N5G5,SVM,225,0.45858974358974364
N5G5,SVM,226,0.43641025641025644
N5G5,SVM,227,0.5832051282051283
N5G5,SVM,228,0.4867948717948718
