config_tag,classifier,permutation_index,balanced_accuracy
N3G3,KNN,0,0.4556410256410256
N3G3,KNN,1,0.5401282051282051
N3G3,KNN,2,0.4850000000000001
N3G3,KNN,3,0.4482051282051282
N3G3,KNN,4,0.5157692307692308
N3G3,KNN,5,0.5010256410256411
N3G3,KNN,6,0.5280769230769231
N3G3,KNN,7,0.5483333333333333
N3G3,KNN,8,0.44641025641025645
N3G3,KNN,9,0.4123076923076923
N3G3,KNN,10,0.5223076923076924
N3G3,KNN,11,0.498974358974359
N3G3,KNN,12,0.5523076923076923
N3G3,KNN,13,0.469871794871795
N3G3,KNN,14,0.5437179487179487
N3G3,KNN,15,0.4623076923076923
N3G3,KNN,16,0.4584615384615385
N3G3,KNN,17,0.4625641025641026
N3G3,KNN,18,0.5178205128205129
N3G3,KNN,19,0.532948717948718
N3G3,KNN,20,0.49358974358974367
N3G3,KNN,21,0.5616666666666668
N3G3,KNN,22,0.5108974358974359
N3G3,KNN,23,0.5707692307692307
N3G3,KNN,24,0.5653846153846154
N3G3,KNN,25,0.5567948717948717
N3G3,KNN,26,0.5307692307692308
N3G3,KNN,27,0.5425641025641026
N3G3,KNN,28,0.49897435897435904
N3G3,KNN,29,0.4847435897435897
N3G3,KNN,30,0.43653846153846154
N3G3,KNN,31,0.46602564102564104
N3G3,KNN,32,0.4634615384615385
N3G3,KNN,33,0.48628205128205126
N3G3,KNN,34,0.4406410256410257
N3G3,KNN,35,0.5094871794871796
N3G3,KNN,36,0.5193589743589744
N3G3,KNN,37,0.5180769230769231
N3G3,KNN,38,0.40205128205128204
N3G3,KNN,39,0.48115384615384615
N3G3,KNN,40,0.5094871794871795
N3G3,KNN,41,0.5651282051282052
N3G3,KNN,42,0.46320512820512827
N3G3,KNN,43,0.5292307692307692
N3G3,KNN,44,0.47102564102564104
N3G3,KNN,45,0.4805128205128205
N3G3,KNN,46,0.5261538461538461
N3G3,KNN,47,0.5458974358974359
N3G3,KNN,48,0.4723076923076923
N3G3,KNN,49,0.5452564102564103
N3G3,KNN,50,0.5615384615384617
N3G3,KNN,51,0.48410256410256414
N3G3,KNN,52,0.5157692307692308
N3G3,KNN,53,0.4496153846153846
N3G3,KNN,54,0.5307692307692308
N3G3,KNN,55,0.5326923076923077
N3G3,KNN,56,0.4451282051282051
N3G3,KNN,57,0.5157692307692308
N3G3,KNN,58,0.46884615384615386
N3G3,KNN,59,0.5019230769230769
N3G3,KNN,60,0.5664102564102564
N3G3,KNN,61,0.44730769230769224
N3G3,KNN,62,0.5673076923076923
N3G3,KNN,63,0.5192307692307692
N3G3,KNN,64,0.5738461538461539
N3G3,KNN,65,0.488076923076923
N3G3,KNN,66,0.5398717948717948
N3G3,KNN,67,0.5385897435897437
N3G3,KNN,68,0.49153846153846154
N3G3,KNN,69,0.4353846153846154
N3G3,KNN,70,0.5556410256410257
N3G3,KNN,71,0.47692307692307695
N3G3,KNN,72,0.5047435897435898
N3G3,KNN,73,0.5180769230769231
N3G3,KNN,74,0.5651282051282052
N3G3,KNN,75,0.46782051282051285
N3G3,KNN,76,0.5196153846153846
N3G3,KNN,77,0.5232051282051282
N3G3,KNN,78,0.4871794871794872
N3G3,KNN,79,0.526025641025641
N3G3,KNN,80,0.525897435897436
N3G3,KNN,81,0.49679487179487175
N3G3,KNN,82,0.49910256410256415
N3G3,KNN,83,0.47205128205128205
N3G3,KNN,84,0.5006410256410256
N3G3,KNN,85,0.4452564102564103
N3G3,KNN,86,0.48051282051282057
N3G3,KNN,87,0.5256410256410257
N3G3,KNN,88,0.4756410256410256
N3G3,KNN,89,0.4673076923076923
N3G3,KNN,90,0.47128205128205125
N3G3,KNN,91,0.5392307692307692
N3G3,KNN,92,0.5075641025641026
N3G3,KNN,93,0.41641025641025636
N3G3,KNN,94,0.48410256410256414
N3G3,KNN,95,0.49833333333333335
N3G3,KNN,96,0.555
N3G3,KNN,97,0.505897435897436
N3G3,KNN,98,0.5205128205128206
N3G3,KNN,99,0.5203846153846154
N3G3,KNN,100,0.4948717948717949
