config_tag,classifier,fold_id,repeat,fold,outer_seed,best_ell,best_k,best_gamma,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc,best_T,best_rho,n_test_composition,n_test_adhd_composition,n_test_control_composition,class_balance_adhd,duration_mean,duration_std,duration_min,duration_max,duration_range,duration_mean_adhd,duration_mean_ctrl,duration_gap_adhd_minus_ctrl
N5G5,RKHS-KNN,r4f3,3,2,3,0.1,1.0,,,0.701,24,12,12,97,48,49,8,11,1,4,0.7917,0.7917,0.6667,0.9167,0.8888888888888888,0.6667,0.7619,0.7917,0.6025,,,24,12,12,0.5,145.55833333333334,60.74179649149747,76.742,337.906,261.164,166.7065,124.41016666666667,42.29633333333334
N5G5,RKHS-KNN,r4f4,3,3,3,0.1,1.0,,,0.6795,24,12,12,97,48,49,11,9,3,1,0.8333,0.8333,0.9167,0.75,0.7857142857142857,0.9167,0.8462,0.8333,0.6761,,,24,12,12,0.5,134.65983333333335,41.52112954363971,62.367,219.375,157.008,153.57741666666666,115.74225,37.835166666666666
N5G5,RKHS-KNN,r4f5,3,4,3,0.1,3.0,,,0.7616,24,12,12,97,48,49,8,7,5,4,0.625,0.625,0.6667,0.5833,0.6153846153846154,0.6667,0.64,0.6875,0.2509,,,24,12,12,0.5,134.32941666666667,37.0254124104873,77.297,228.258,150.961,145.54874999999998,123.11008333333332,22.438666666666663
N5G5,RKHS-KNN,r5f1,4,0,4,0.01,1.0,,,0.6667,25,12,13,96,48,48,10,7,5,3,0.68,0.6763,0.7692,0.5833,0.6666666666666666,0.7692,0.7143,0.6763,0.3595,,,25,13,12,0.52,145.00536,46.08891100170771,62.367,262.266,199.89900000000003,159.34561538461537,129.47008333333335,29.875532051282022
N5G5,RKHS-KNN,r5f2,4,1,4,0.1,1.0,,,0.7108,24,12,12,97,48,49,7,9,3,5,0.6667,0.6667,0.5833,0.75,0.7,0.5833,0.6364,0.6667,0.3381,,,24,12,12,0.5,138.82679166666665,51.680408990994344,81.852,337.906,256.054,149.49091666666666,128.16266666666667,21.328249999999997
N5G5,RKHS-KNN,r5f3,4,2,4,0.3162,1.0,,,0.6483,24,12,12,97,48,49,9,8,4,3,0.7083,0.7083,0.75,0.6667,0.6923076923076923,0.75,0.72,0.7083,0.4181,,,24,12,12,0.5,135.7305,51.740023658420505,77.297,276.0,198.703,151.63016666666667,119.83083333333333,31.799333333333337
N5G5,RKHS-KNN,r5f4,4,3,4,0.3162277660168379,1.0,,,0.8241421568627452,24,12,12,97,48,49,5,9,3,7,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.75,0.625,0.4166666666666667,0.5,0.5833333333333334,0.1767766952966369,,,24,12,12,0.5,138.10058333333333,43.55544643616482,76.742,267.117,190.375,161.35799999999998,114.84316666666668,46.5148333333333
N5G5,RKHS-KNN,r5f5,4,4,4,0.0316227766016837,1.0,,,0.7328431372549019,24,12,12,97,48,49,12,8,4,0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.8333333333333334,0.7071067811865476,,,24,12,12,0.5,141.49783333333332,52.48833613427776,72.547,304.922,232.37500000000003,150.74875,132.24691666666666,18.501833333333337
N3G3,RKHS-SVM,r1f1,0,0,0,1.0,,0.0251188643150957,100.0,0.78125,25,12,13,96,48,48,9,10,2,4,0.76,0.7628205128205128,0.6923076923076923,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.75,0.7884615384615385,0.5290432684448219,,,25,13,12,0.52,139.05904,55.1402558704316,81.656,337.906,256.25,153.25053846153847,123.68491666666667,29.565621794871802
N3G3,RKHS-SVM,r1f2,0,1,0,1.0,,0.0063095734448019,100.0,0.7738970588235294,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.75,0.5853694070049635,,,24,12,12,0.5,143.67525,56.15350360763827,62.367,276.0,213.633,156.019,131.3315,24.6875
N3G3,RKHS-SVM,r1f3,0,2,0,0.0316227766016837,,0.1,100.0,0.7218137254901961,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.8611111111111112,0.6761234037828132,,,24,12,12,0.5,135.37212499999998,33.2956763250158,84.875,212.164,127.28899999999999,139.278,131.46625,7.811749999999989
N3G3,RKHS-SVM,r1f4,0,3,0,0.1,,0.1,10.0,0.7530637254901961,24,12,12,97,48,49,11,4,8,1,0.625,0.625,0.9166666666666666,0.3333333333333333,0.5789473684210527,0.9166666666666666,0.7096774193548387,0.7083333333333334,0.3077935056255462,,,24,12,12,0.5,139.97783333333334,42.722653941405625,76.742,262.266,185.524,158.27666666666667,121.67900000000002,36.597666666666655
N3G3,RKHS-SVM,r1f5,0,4,0,0.3162277660168379,,0.1,10.0,0.7009803921568628,24,12,12,97,48,49,10,7,5,2,0.7083333333333334,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.8194444444444445,0.4303314829119352,,,24,12,12,0.5,141.32458333333332,54.51068565680827,81.852,304.922,223.07000000000002,166.25716666666668,116.392,49.86516666666668
N3G3,RKHS-SVM,r2f1,1,0,1,0.1,,0.1,10.0,0.75,25,12,13,96,48,48,12,6,6,1,0.72,0.7115384615384616,0.9230769230769232,0.5,0.6666666666666666,0.9230769230769232,0.7741935483870968,0.7435897435897436,0.4707565417620042,,,25,13,12,0.52,124.92932,54.5458432450173,72.547,337.906,265.35900000000004,135.27638461538461,113.71999999999998,21.55638461538463
N3G3,RKHS-SVM,r2f2,1,1,1,0.3162277660168379,,0.0063095734448019,100.0,0.7843137254901961,24,12,12,97,48,49,7,10,2,5,0.7083333333333334,0.7083333333333334,0.5833333333333334,0.8333333333333334,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.8055555555555556,0.4303314829119352,,,24,12,12,0.5,145.37083333333334,38.12269416167918,62.367,219.375,157.008,154.39658333333335,136.34508333333335,18.051500000000004
N3G3,RKHS-SVM,r2f3,1,2,1,0.1,,0.1,100.0,0.7426470588235294,24,12,12,97,48,49,11,9,3,1,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.75,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.875,0.6761234037828132,,,24,12,12,0.5,146.8315,54.47872162437448,81.852,304.922,223.07000000000002,159.26891666666668,134.39408333333336,24.874833333333328
N3G3,RKHS-SVM,r2f4,1,3,1,0.01,,0.1,100.0,0.7028186274509803,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.798611111111111,0.50709255283711,,,24,12,12,0.5,154.294625,56.42873842814839,84.875,276.0,191.125,187.42958333333334,121.15966666666668,66.26991666666666
N3G3,RKHS-SVM,r2f5,1,4,1,0.1,,0.1,10.0,0.6783088235294118,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.8680555555555556,0.5853694070049635,,,24,12,12,0.5,128.57129166666667,29.750063230446756,76.969,189.008,112.03900000000002,138.20775,118.93483333333332,19.27291666666669
N3G3,RKHS-SVM,r3f1,2,0,2,1.0,,0.0015848931924611,10.0,0.7083333333333334,25,12,13,96,48,48,10,10,2,3,0.8,0.8012820512820513,0.7692307692307693,0.8333333333333334,0.8333333333333334,0.7692307692307693,0.8,0.826923076923077,0.6025641025641025,,,25,13,12,0.52,148.91500000000002,53.16893227487271,62.367,304.922,242.55500000000004,160.75407692307692,136.08933333333331,24.66474358974361
N3G3,RKHS-SVM,r3f2,2,1,2,1.0,,0.0251188643150957,100.0,0.7401960784313726,24,12,12,97,48,49,12,8,4,0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.8819444444444445,0.7071067811865476,,,24,12,12,0.5,138.69958333333332,55.48505024184965,81.852,337.906,256.054,155.9655,121.43366666666668,34.53183333333331
N3G3,RKHS-SVM,r3f3,2,2,2,0.1,,0.1,100.0,0.7640931372549019,24,12,12,97,48,49,8,9,3,4,0.7083333333333334,0.7083333333333333,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.8194444444444444,0.4181210050035454,,,24,12,12,0.5,136.72629166666667,36.05145767598595,84.93,236.508,151.578,144.09966666666668,129.3529166666667,14.746749999999992
N3G3,RKHS-SVM,r3f4,2,3,2,1.0,,0.0063095734448019,100.0,0.7634803921568628,24,12,12,97,48,49,7,8,4,5,0.625,0.625,0.5833333333333334,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.6944444444444445,0.2508726030021272,,,24,12,12,0.5,140.98575,44.12828991873778,77.297,262.266,184.96900000000002,162.97600000000003,118.99549999999999,43.980500000000035
N3G3,RKHS-SVM,r3f5,2,4,2,0.3162277660168379,,0.1,100.0,0.7438725490196078,24,12,12,97,48,49,10,7,5,2,0.7083333333333334,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.7152777777777778,0.4303314829119352,,,24,12,12,0.5,133.67154166666668,53.411099081825895,72.547,276.0,203.453,148.66083333333333,118.68225,29.978583333333333
N3G3,RKHS-SVM,r4f1,3,0,3,0.1,,0.1,100.0,0.8020833333333334,25,12,13,96,48,48,11,8,4,2,0.76,0.7564102564102564,0.8461538461538461,0.6666666666666666,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.7948717948717949,0.5229763603684907,,,25,13,12,0.52,149.061,58.00218394523319,76.969,304.922,227.95300000000003,164.20976923076927,132.6498333333333,31.559935897435963
N3G3,RKHS-SVM,r4f2,3,1,3,0.3162277660168379,,0.0063095734448019,100.0,0.7506127450980392,24,12,12,97,48,49,9,3,9,3,0.5,0.5,0.75,0.25,0.5,0.75,0.6,0.7291666666666666,0.0,,,24,12,12,0.5,135.3835,42.05152569635619,72.547,267.117,194.57000000000002,142.1256666666667,128.64133333333334,13.484333333333353
N3G3,RKHS-SVM,r4f3,3,2,3,0.3162277660168379,,0.0251188643150957,100.0,0.7322303921568628,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.8958333333333335,0.6761234037828132,,,24,12,12,0.5,145.55833333333334,60.74179649149747,76.742,337.906,261.164,166.7065,124.41016666666667,42.29633333333334
N3G3,RKHS-SVM,r4f4,3,3,3,1.0,,0.0251188643150957,100.0,0.7432598039215685,24,12,12,97,48,49,8,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7847222222222222,0.3333333333333333,,,24,12,12,0.5,134.65983333333335,41.52112954363971,62.367,219.375,157.008,153.57741666666666,115.74225,37.835166666666666
N3G3,RKHS-SVM,r4f5,3,4,3,0.3162277660168379,,0.0251188643150957,100.0,0.7120098039215685,24,12,12,97,48,49,8,9,3,4,0.7083333333333334,0.7083333333333333,0.6666666666666666,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.7847222222222223,0.4181210050035454,,,24,12,12,0.5,134.32941666666667,37.0254124104873,77.297,228.258,150.961,145.54874999999998,123.11008333333332,22.438666666666663
N3G3,RKHS-SVM,r5f1,4,0,4,1.0,,0.0063095734448019,10.0,0.6458333333333334,25,12,13,96,48,48,10,10,2,3,0.8,0.8012820512820513,0.7692307692307693,0.8333333333333334,0.8333333333333334,0.7692307692307693,0.8,0.8846153846153847,0.6025641025641025,,,25,13,12,0.52,145.00536,46.08891100170771,62.367,262.266,199.89900000000003,159.34561538461537,129.47008333333335,29.875532051282022
N3G3,RKHS-SVM,r5f2,4,1,4,0.0316227766016837,,0.1,10.0,0.6691176470588235,24,12,12,97,48,49,10,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8819444444444444,0.6666666666666666,,,24,12,12,0.5,138.82679166666665,51.680408990994344,81.852,337.906,256.054,149.49091666666666,128.16266666666667,21.328249999999997
N3G3,RKHS-SVM,r5f3,4,2,4,0.3162277660168379,,0.1,100.0,0.5955882352941176,24,12,12,97,48,49,9,12,0,3,0.875,0.875,0.75,1.0,1.0,0.75,0.8571428571428571,0.9513888888888888,0.7745966692414834,,,24,12,12,0.5,135.7305,51.740023658420505,77.297,276.0,198.703,151.63016666666667,119.83083333333333,31.799333333333337
N3G3,RKHS-SVM,r5f4,4,3,4,0.3162277660168379,,0.0251188643150957,100.0,0.8449754901960785,24,12,12,97,48,49,7,6,6,5,0.5416666666666666,0.5416666666666667,0.5833333333333334,0.5,0.5384615384615384,0.5833333333333334,0.56,0.576388888888889,0.083624201000709,,,24,12,12,0.5,138.10058333333333,43.55544643616482,76.742,267.117,190.375,161.35799999999998,114.84316666666668,46.5148333333333
N3G3,RKHS-SVM,r5f5,4,4,4,0.3162277660168379,,0.1,10.0,0.7616421568627452,24,12,12,97,48,49,11,5,7,1,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.4166666666666667,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.6597222222222222,0.3849001794597505,,,24,12,12,0.5,141.49783333333332,52.48833613427776,72.547,304.922,232.37500000000003,150.74875,132.24691666666666,18.501833333333337
N4G4,RKHS-SVM,r1f1,0,0,0,1.0,,0.0251188643150957,100.0,0.78125,25,12,13,96,48,48,9,10,2,4,0.76,0.7628205128205128,0.6923076923076923,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.75,0.7756410256410257,0.5290432684448219,,,25,13,12,0.52,139.05904,55.1402558704316,81.656,337.906,256.25,153.25053846153847,123.68491666666667,29.565621794871802
N4G4,RKHS-SVM,r1f2,0,1,0,1.0,,0.0063095734448019,100.0,0.8033088235294118,24,12,12,97,48,49,9,7,5,3,0.6666666666666666,0.6666666666666667,0.75,0.5833333333333334,0.6428571428571429,0.75,0.6923076923076923,0.763888888888889,0.3380617018914066,,,24,12,12,0.5,143.67525,56.15350360763827,62.367,276.0,213.633,156.019,131.3315,24.6875
N4G4,RKHS-SVM,r1f3,0,2,0,1.0,,0.0063095734448019,100.0,0.7726715686274509,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.9583333333333334,0.6761234037828132,,,24,12,12,0.5,135.37212499999998,33.2956763250158,84.875,212.164,127.28899999999999,139.278,131.46625,7.811749999999989
N4G4,RKHS-SVM,r1f4,0,3,0,0.0316227766016837,,0.1,100.0,0.7536764705882352,24,12,12,97,48,49,5,6,6,7,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.5,0.4545454545454545,0.4166666666666667,0.4347826086956521,0.5555555555555556,-0.083624201000709,,,24,12,12,0.5,139.97783333333334,42.722653941405625,76.742,262.266,185.524,158.27666666666667,121.67900000000002,36.597666666666655
N4G4,RKHS-SVM,r1f5,0,4,0,1.0,,0.0063095734448019,10.0,0.7322303921568628,24,12,12,97,48,49,11,8,4,1,0.7916666666666666,0.7916666666666666,0.9166666666666666,0.6666666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8819444444444445,0.6024640760767094,,,24,12,12,0.5,141.32458333333332,54.51068565680827,81.852,304.922,223.07000000000002,166.25716666666668,116.392,49.86516666666668
N4G4,RKHS-SVM,r2f1,1,0,1,0.0316227766016837,,0.1,100.0,0.75,25,12,13,96,48,48,9,7,5,4,0.64,0.6378205128205128,0.6923076923076923,0.5833333333333334,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.7884615384615384,0.2774251285747237,,,25,13,12,0.52,124.92932,54.5458432450173,72.547,337.906,265.35900000000004,135.27638461538461,113.71999999999998,21.55638461538463
N4G4,RKHS-SVM,r2f2,1,1,1,1.0,,0.0063095734448019,100.0,0.7818627450980392,24,12,12,97,48,49,10,8,4,2,0.75,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.7847222222222222,0.50709255283711,,,24,12,12,0.5,145.37083333333334,38.12269416167918,62.367,219.375,157.008,154.39658333333335,136.34508333333335,18.051500000000004
N4G4,RKHS-SVM,r2f3,1,2,1,0.1,,0.1,100.0,0.7420343137254902,24,12,12,97,48,49,12,8,4,0,0.8333333333333334,0.8333333333333333,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,0.8680555555555556,0.7071067811865476,,,24,12,12,0.5,146.8315,54.47872162437448,81.852,304.922,223.07000000000002,159.26891666666668,134.39408333333336,24.874833333333328
N4G4,RKHS-SVM,r2f4,1,3,1,0.0316227766016837,,0.1,100.0,0.7426470588235294,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.7847222222222222,0.50709255283711,,,24,12,12,0.5,154.294625,56.42873842814839,84.875,276.0,191.125,187.42958333333334,121.15966666666668,66.26991666666666
N4G4,RKHS-SVM,r2f5,1,4,1,1.0,,0.0063095734448019,100.0,0.6703431372549019,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.875,0.5853694070049635,,,24,12,12,0.5,128.57129166666667,29.750063230446756,76.969,189.008,112.03900000000002,138.20775,118.93483333333332,19.27291666666669
N4G4,RKHS-SVM,r3f1,2,0,2,0.3162277660168379,,0.0251188643150957,10.0,0.7291666666666666,25,12,13,96,48,48,10,9,3,3,0.76,0.7596153846153846,0.7692307692307693,0.75,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.9294871794871796,0.5192307692307693,,,25,13,12,0.52,148.91500000000002,53.16893227487271,62.367,304.922,242.55500000000004,160.75407692307692,136.08933333333331,24.66474358974361
N4G4,RKHS-SVM,r3f2,2,1,2,0.3162277660168379,,0.1,100.0,0.7303921568627452,24,12,12,97,48,49,10,7,5,2,0.7083333333333334,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.8472222222222223,0.4303314829119352,,,24,12,12,0.5,138.69958333333332,55.48505024184965,81.852,337.906,256.054,155.9655,121.43366666666668,34.53183333333331
N4G4,RKHS-SVM,r3f3,2,2,2,0.3162277660168379,,0.1,100.0,0.7824754901960785,24,12,12,97,48,49,9,9,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8541666666666666,0.5,,,24,12,12,0.5,136.72629166666667,36.05145767598595,84.93,236.508,151.578,144.09966666666668,129.3529166666667,14.746749999999992
N4G4,RKHS-SVM,r3f4,2,3,2,1.0,,0.0063095734448019,10.0,0.7830882352941176,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.7916666666666666,0.4181210050035454,,,24,12,12,0.5,140.98575,44.12828991873778,77.297,262.266,184.96900000000002,162.97600000000003,118.99549999999999,43.980500000000035
N4G4,RKHS-SVM,r3f5,2,4,2,1.0,,0.0063095734448019,100.0,0.7414215686274509,24,12,12,97,48,49,9,7,5,3,0.6666666666666666,0.6666666666666667,0.75,0.5833333333333334,0.6428571428571429,0.75,0.6923076923076923,0.736111111111111,0.3380617018914066,,,24,12,12,0.5,133.67154166666668,53.411099081825895,72.547,276.0,203.453,148.66083333333333,118.68225,29.978583333333333
N4G4,RKHS-SVM,r4f1,3,0,3,0.1,,0.1,100.0,0.7916666666666666,25,12,13,96,48,48,11,8,4,2,0.76,0.7564102564102564,0.8461538461538461,0.6666666666666666,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.8141025641025641,0.5229763603684907,,,25,13,12,0.52,149.061,58.00218394523319,76.969,304.922,227.95300000000003,164.20976923076927,132.6498333333333,31.559935897435963
N4G4,RKHS-SVM,r4f2,3,1,3,0.3162277660168379,,0.0251188643150957,10.0,0.7107843137254902,24,12,12,97,48,49,10,6,6,2,0.6666666666666666,0.6666666666666667,0.8333333333333334,0.5,0.625,0.8333333333333334,0.7142857142857143,0.8194444444444445,0.3535533905932738,,,24,12,12,0.5,135.3835,42.05152569635619,72.547,267.117,194.57000000000002,142.1256666666667,128.64133333333334,13.484333333333353
N4G4,RKHS-SVM,r4f3,3,2,3,0.1,,0.1,100.0,0.7414215686274509,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.9305555555555556,0.5853694070049635,,,24,12,12,0.5,145.55833333333334,60.74179649149747,76.742,337.906,261.164,166.7065,124.41016666666667,42.29633333333334
N4G4,RKHS-SVM,r4f4,3,3,3,1.0,,0.0251188643150957,100.0,0.7438725490196078,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.763888888888889,0.4181210050035454,,,24,12,12,0.5,134.65983333333335,41.52112954363971,62.367,219.375,157.008,153.57741666666666,115.74225,37.835166666666666
N4G4,RKHS-SVM,r4f5,3,4,3,1.0,,0.0251188643150957,100.0,0.7205882352941176,24,12,12,97,48,49,10,8,4,2,0.75,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8125000000000001,0.50709255283711,,,24,12,12,0.5,134.32941666666667,37.0254124104873,77.297,228.258,150.961,145.54874999999998,123.11008333333332,22.438666666666663
N4G4,RKHS-SVM,r5f1,4,0,4,1.0,,0.0063095734448019,10.0,0.65625,25,12,13,96,48,48,12,9,3,1,0.84,0.8365384615384616,0.9230769230769232,0.75,0.8,0.9230769230769232,0.8571428571428571,0.9230769230769232,0.6864064729836441,,,25,13,12,0.52,145.00536,46.08891100170771,62.367,262.266,199.89900000000003,159.34561538461537,129.47008333333335,29.875532051282022
N4G4,RKHS-SVM,r5f2,4,1,4,0.0316227766016837,,0.1,100.0,0.6599264705882353,24,12,12,97,48,49,11,10,2,1,0.875,0.875,0.9166666666666666,0.8333333333333334,0.8461538461538461,0.9166666666666666,0.88,0.9166666666666669,0.7526178090063816,,,24,12,12,0.5,138.82679166666665,51.680408990994344,81.852,337.906,256.054,149.49091666666666,128.16266666666667,21.328249999999997
N4G4,RKHS-SVM,r5f3,4,2,4,0.1,,0.1,100.0,0.6268382352941176,24,12,12,97,48,49,10,11,1,2,0.875,0.875,0.8333333333333334,0.9166666666666666,0.9090909090909092,0.8333333333333334,0.8695652173913043,0.902777777777778,0.7526178090063816,,,24,12,12,0.5,135.7305,51.740023658420505,77.297,276.0,198.703,151.63016666666667,119.83083333333333,31.799333333333337
N4G4,RKHS-SVM,r5f4,4,3,4,1.0,,0.0063095734448019,100.0,0.8449754901960785,24,12,12,97,48,49,5,5,7,7,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5486111111111112,-0.1666666666666666,,,24,12,12,0.5,138.10058333333333,43.55544643616482,76.742,267.117,190.375,161.35799999999998,114.84316666666668,46.5148333333333
N4G4,RKHS-SVM,r5f5,4,4,4,1.0,,0.0251188643150957,100.0,0.7628676470588235,24,12,12,97,48,49,9,5,7,3,0.5833333333333334,0.5833333333333334,0.75,0.4166666666666667,0.5625,0.75,0.6428571428571429,0.6875,0.1767766952966369,,,24,12,12,0.5,141.49783333333332,52.48833613427776,72.547,304.922,232.37500000000003,150.74875,132.24691666666666,18.501833333333337
N5G5,RKHS-SVM,r1f1,0,0,0,1.0,,0.0251188643150957,100.0,0.78125,25,12,13,96,48,48,9,10,2,4,0.76,0.7628205128205128,0.6923076923076923,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.75,0.7884615384615384,0.5290432684448219,,,25,13,12,0.52,139.05904,55.1402558704316,81.656,337.906,256.25,153.25053846153847,123.68491666666667,29.565621794871802
N5G5,RKHS-SVM,r1f2,0,1,0,1.0,,0.0063095734448019,100.0,0.8039215686274509,24,12,12,97,48,49,9,9,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7222222222222223,0.5,,,24,12,12,0.5,143.67525,56.15350360763827,62.367,276.0,213.633,156.019,131.3315,24.6875
N5G5,RKHS-SVM,r1f3,0,2,0,1.0,,0.0063095734448019,100.0,0.7518382352941176,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.9652777777777778,0.6761234037828132,,,24,12,12,0.5,135.37212499999998,33.2956763250158,84.875,212.164,127.28899999999999,139.278,131.46625,7.811749999999989
N5G5,RKHS-SVM,r1f4,0,3,0,0.3162277660168379,,0.0251188643150957,100.0,0.7837009803921569,24,12,12,97,48,49,6,6,6,6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6041666666666667,0.0,,,24,12,12,0.5,139.97783333333334,42.722653941405625,76.742,262.266,185.524,158.27666666666667,121.67900000000002,36.597666666666655
N5G5,RKHS-SVM,r1f5,0,4,0,1.0,,0.0251188643150957,100.0,0.7414215686274509,24,12,12,97,48,49,10,9,3,2,0.7916666666666666,0.7916666666666667,0.8333333333333334,0.75,0.7692307692307693,0.8333333333333334,0.8,0.8750000000000001,0.5853694070049635,,,24,12,12,0.5,141.32458333333332,54.51068565680827,81.852,304.922,223.07000000000002,166.25716666666668,116.392,49.86516666666668
N5G5,RKHS-SVM,r2f1,1,0,1,0.0316227766016837,,0.1,100.0,0.7395833333333334,25,12,13,96,48,48,9,7,5,4,0.64,0.6378205128205128,0.6923076923076923,0.5833333333333334,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.7564102564102564,0.2774251285747237,,,25,13,12,0.52,124.92932,54.5458432450173,72.547,337.906,265.35900000000004,135.27638461538461,113.71999999999998,21.55638461538463
N5G5,RKHS-SVM,r2f2,1,1,1,0.3162277660168379,,0.0063095734448019,100.0,0.7634803921568628,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.861111111111111,0.50709255283711,,,24,12,12,0.5,145.37083333333334,38.12269416167918,62.367,219.375,157.008,154.39658333333335,136.34508333333335,18.051500000000004
N5G5,RKHS-SVM,r2f3,1,2,1,0.3162277660168379,,0.0251188643150957,100.0,0.7634803921568628,24,12,12,97,48,49,10,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8819444444444444,0.6666666666666666,,,24,12,12,0.5,146.8315,54.47872162437448,81.852,304.922,223.07000000000002,159.26891666666668,134.39408333333336,24.874833333333328
N5G5,RKHS-SVM,r2f4,1,3,1,0.0316227766016837,,0.1,100.0,0.7218137254901961,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.8055555555555556,0.50709255283711,,,24,12,12,0.5,154.294625,56.42873842814839,84.875,276.0,191.125,187.42958333333334,121.15966666666668,66.26991666666666
N5G5,RKHS-SVM,r2f5,1,4,1,0.0316227766016837,,0.1,10.0,0.6789215686274509,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.7916666666666666,0.4181210050035454,,,24,12,12,0.5,128.57129166666667,29.750063230446756,76.969,189.008,112.03900000000002,138.20775,118.93483333333332,19.27291666666669
