config_tag,classifier,fold_id,repeat,fold,outer_seed,best_ell,best_k,best_gamma,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc,best_T,best_rho,n_test_composition,n_test_adhd_composition,n_test_control_composition,class_balance_adhd,duration_mean,duration_std,duration_min,duration_max,duration_range,duration_mean_adhd,duration_mean_ctrl,duration_gap_adhd_minus_ctrl
N4G4,RKHS-KNN,r2f1,1,0,1,0.0316227766016837,7.0,,,0.6979166666666666,25,12,13,96,48,48,11,6,6,2,0.68,0.6730769230769231,0.8461538461538461,0.5,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.8653846153846154,0.3707336495572356,,,25,13,12,0.52,124.92932,54.5458432450173,72.547,337.906,265.35900000000004,135.27638461538461,113.71999999999998,21.55638461538463
N4G4,RKHS-KNN,r2f2,1,1,1,0.3162277660168379,5.0,,,0.7622549019607843,24,12,12,97,48,49,8,5,7,4,0.5416666666666666,0.5416666666666666,0.6666666666666666,0.4166666666666667,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.7013888888888888,0.086066296582387,,,24,12,12,0.5,145.37083333333334,38.12269416167918,62.367,219.375,157.008,154.39658333333335,136.34508333333335,18.051500000000004
N4G4,RKHS-KNN,r2f3,1,2,1,0.0316227766016837,7.0,,,0.7310049019607843,24,12,12,97,48,49,11,8,4,1,0.7916666666666666,0.7916666666666666,0.9166666666666666,0.6666666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8958333333333334,0.6024640760767094,,,24,12,12,0.5,146.8315,54.47872162437448,81.852,304.922,223.07000000000002,159.26891666666668,134.39408333333336,24.874833333333328
N4G4,RKHS-KNN,r2f4,1,3,1,0.3162277660168379,1.0,,,0.7028186274509803,24,12,12,97,48,49,7,10,2,5,0.7083333333333334,0.7083333333333334,0.5833333333333334,0.8333333333333334,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.7083333333333335,0.4303314829119352,,,24,12,12,0.5,154.294625,56.42873842814839,84.875,276.0,191.125,187.42958333333334,121.15966666666668,66.26991666666666
N4G4,RKHS-KNN,r2f5,1,4,1,0.3162277660168379,3.0,,,0.6691176470588235,24,12,12,97,48,49,8,10,2,4,0.75,0.75,0.6666666666666666,0.8333333333333334,0.8,0.6666666666666666,0.7272727272727273,0.8368055555555556,0.50709255283711,,,24,12,12,0.5,128.57129166666667,29.750063230446756,76.969,189.008,112.03900000000002,138.20775,118.93483333333332,19.27291666666669
N4G4,RKHS-KNN,r3f1,2,0,2,0.3162277660168379,1.0,,,0.71875,25,12,13,96,48,48,10,12,0,3,0.88,0.8846153846153846,0.7692307692307693,1.0,1.0,0.7692307692307693,0.8695652173913043,0.8846153846153846,0.7844645405527362,,,25,13,12,0.52,148.91500000000002,53.16893227487271,62.367,304.922,242.55500000000004,160.75407692307692,136.08933333333331,24.66474358974361
N4G4,RKHS-KNN,r3f2,2,1,2,0.1,5.0,,,0.6574754901960784,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.8263888888888888,0.4181210050035454,,,24,12,12,0.5,138.69958333333332,55.48505024184965,81.852,337.906,256.054,155.9655,121.43366666666668,34.53183333333331
N4G4,RKHS-KNN,r3f3,2,2,2,0.0316227766016837,1.0,,,0.7126225490196078,24,12,12,97,48,49,9,9,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,,,24,12,12,0.5,136.72629166666667,36.05145767598595,84.93,236.508,151.578,144.09966666666668,129.3529166666667,14.746749999999992
N4G4,RKHS-KNN,r3f4,2,3,2,0.01,9.0,,,0.7199754901960785,24,12,12,97,48,49,12,6,6,0,0.75,0.75,1.0,0.5,0.6666666666666666,1.0,0.8,0.7083333333333333,0.5773502691896257,,,24,12,12,0.5,140.98575,44.12828991873778,77.297,262.266,184.96900000000002,162.97600000000003,118.99549999999999,43.980500000000035
N4G4,RKHS-KNN,r3f5,2,4,2,0.001,1.0,,,0.7126225490196078,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.7083333333333334,0.4181210050035454,,,24,12,12,0.5,133.67154166666668,53.411099081825895,72.547,276.0,203.453,148.66083333333333,118.68225,29.978583333333333
