config_tag,classifier,fold_id,repeat,fold,outer_seed,best_T,best_rho,best_k,best_C,inner_best_val,n_test,n_test_control,n_test_adhd,n_train,n_train_control,n_train_adhd,tp,tn,fp,fn,accuracy,balanced_accuracy,sensitivity,specificity,precision,recall,f1,auc_roc,mcc
N3G3,PPK-SVM,r3f4,2,3,2,3,0.7,,1.0,0.7714460784313726,24,12,12,97,48,49,11,6,6,1,0.7083333333333334,0.7083333333333333,0.9166666666666666,0.5,0.6470588235294118,0.9166666666666666,0.7586206896551724,0.8055555555555556,0.45834924851410563
N3G3,PPK-SVM,r3f5,2,4,2,1,0.25,,1.0,0.7830882352941176,24,12,12,97,48,49,6,7,5,6,0.5416666666666666,0.5416666666666667,0.5,0.5833333333333334,0.5454545454545454,0.5,0.5217391304347826,0.6736111111111112,0.08362420100070908
N3G3,PPK-SVM,r4f1,3,0,3,5,0.55,,10.0,0.8229166666666666,25,12,13,96,48,48,10,6,6,3,0.64,0.6346153846153846,0.7692307692307693,0.5,0.625,0.7692307692307693,0.6896551724137931,0.8141025641025641,0.28022426915890253
N3G3,PPK-SVM,r4f2,3,1,3,5,0.55,,10.0,0.7935049019607843,24,12,12,97,48,49,11,5,7,1,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.4166666666666667,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.7430555555555556,0.3849001794597505
N3G3,PPK-SVM,r4f3,3,2,3,1,0.25,,1.0,0.7291666666666666,24,12,12,97,48,49,9,8,4,3,0.7083333333333334,0.7083333333333333,0.75,0.6666666666666666,0.6923076923076923,0.75,0.72,0.8055555555555556,0.4181210050035454
N3G3,PPK-SVM,r4f4,3,3,3,1,0.1,,10.0,0.7941176470588235,24,12,12,97,48,49,9,9,3,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6944444444444444,0.5
N3G3,PPK-SVM,r4f5,3,4,3,15,0.7,,1.0,0.7518382352941176,24,12,12,97,48,49,9,7,5,3,0.6666666666666666,0.6666666666666667,0.75,0.5833333333333334,0.6428571428571429,0.75,0.6923076923076923,0.7013888888888888,0.3380617018914066
N3G3,PPK-SVM,r5f1,4,0,4,1,0.4,,100.0,0.71875,25,12,13,96,48,48,8,8,4,5,0.64,0.641025641025641,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.64,0.7115384615384616,0.28205128205128205
N3G3,PPK-SVM,r5f2,4,1,4,1,0.55,,10.0,0.7310049019607843,24,12,12,97,48,49,12,10,2,0,0.9166666666666666,0.9166666666666667,1.0,0.8333333333333334,0.8571428571428571,1.0,0.9230769230769231,0.9375,0.8451542547285166
N3G3,PPK-SVM,r5f3,4,2,4,5,0.4,,1.0,0.6482843137254902,24,12,12,97,48,49,9,11,1,3,0.8333333333333334,0.8333333333333333,0.75,0.9166666666666666,0.9,0.75,0.8181818181818182,0.9513888888888888,0.6761234037828132
N3G3,PPK-SVM,r5f4,4,3,4,2,0.25,,100.0,0.7941176470588235,24,12,12,97,48,49,8,5,7,4,0.5416666666666666,0.5416666666666666,0.6666666666666666,0.4166666666666667,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.6388888888888888,0.08606629658238706
N3G3,PPK-SVM,r5f5,4,4,4,2,0.55,,10.0,0.7622549019607843,24,12,12,97,48,49,12,7,5,0,0.7916666666666666,0.7916666666666667,1.0,0.5833333333333334,0.7058823529411765,1.0,0.8275862068965517,0.7916666666666666,0.641688947919748
